time_s,north_m,east_m,altitude_m,phase
4.639999999999999680e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.285899639129638672e+00,1.000000000000000000e+00
4.660000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.318184852600097656e+00,1.000000000000000000e+00
4.679999999999999716e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.350462913513183594e+00,1.000000000000000000e+00
4.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.382731914520263672e+00,1.000000000000000000e+00
4.719999999999999751e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.414989948272705078e+00,1.000000000000000000e+00
4.740000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.447236061096191406e+00,1.000000000000000000e+00
4.759999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.479467391967773438e+00,1.000000000000000000e+00
4.780000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.511682987213134766e+00,1.000000000000000000e+00
4.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.543881893157958984e+00,1.000000000000000000e+00
4.820000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576064586639404297e+00,1.000000000000000000e+00
4.839999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.608232975006103516e+00,1.000000000000000000e+00
4.860000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.640388011932373047e+00,1.000000000000000000e+00
4.879999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.672529220581054688e+00,1.000000000000000000e+00
4.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.704655647277832031e+00,1.000000000000000000e+00
4.919999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.736767292022705078e+00,1.000000000000000000e+00
4.940000000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.768864154815673828e+00,1.000000000000000000e+00
4.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.800945281982421875e+00,1.000000000000000000e+00
4.980000000000000426e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.833010196685791016e+00,1.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.865058422088623047e+00,1.000000000000000000e+00
5.020000000000000462e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.897090911865234375e+00,1.000000000000000000e+00
5.040000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.929108142852783203e+00,1.000000000000000000e+00
5.060000000000000497e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.961110115051269531e+00,1.000000000000000000e+00
5.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.993096351623535156e+00,1.000000000000000000e+00
5.100000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.025066852569580078e+00,1.000000000000000000e+00
5.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.057019710540771484e+00,1.000000000000000000e+00
5.139999999999999680e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.088953018188476562e+00,1.000000000000000000e+00
5.160000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.120865345001220703e+00,1.000000000000000000e+00
5.179999999999999716e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.152755737304687500e+00,1.000000000000000000e+00
5.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.184622764587402344e+00,1.000000000000000000e+00
5.219999999999999751e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.216468811035156250e+00,1.000000000000000000e+00
5.240000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.248294353485107422e+00,1.000000000000000000e+00
5.259999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.280100345611572266e+00,1.000000000000000000e+00
5.280000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.311885356903076172e+00,1.000000000000000000e+00
5.299999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.343650817871093750e+00,1.000000000000000000e+00
5.320000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.375397682189941406e+00,1.000000000000000000e+00
5.339999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.407128810882568359e+00,1.000000000000000000e+00
5.360000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.438844680786132812e+00,1.000000000000000000e+00
5.379999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.470546245574951172e+00,1.000000000000000000e+00
5.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.502233028411865234e+00,1.000000000000000000e+00
5.419999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.533902168273925781e+00,1.000000000000000000e+00
5.440000000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.565547466278076172e+00,1.000000000000000000e+00
5.459999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.597165584564208984e+00,1.000000000000000000e+00
5.480000000000000426e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.628754615783691406e+00,1.000000000000000000e+00
5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.660314559936523438e+00,1.000000000000000000e+00
5.520000000000000462e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.691844940185546875e+00,1.000000000000000000e+00
5.540000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.723346710205078125e+00,1.000000000000000000e+00
5.560000000000000497e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.754821300506591797e+00,1.000000000000000000e+00
5.580000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.786269187927246094e+00,1.000000000000000000e+00
5.600000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.817691326141357422e+00,1.000000000000000000e+00
5.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.849088668823242188e+00,1.000000000000000000e+00
5.639999999999999680e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.880460262298583984e+00,1.000000000000000000e+00
5.660000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.911807537078857422e+00,1.000000000000000000e+00
5.679999999999999716e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.943128585815429688e+00,1.000000000000000000e+00
5.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.974425792694091797e+00,1.000000000000000000e+00
5.719999999999999751e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.005699157714843750e+00,1.000000000000000000e+00
5.740000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.036946296691894531e+00,1.000000000000000000e+00
5.759999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.068168640136718750e+00,1.000000000000000000e+00
5.780000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.099363327026367188e+00,1.000000000000000000e+00
5.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.130534172058105469e+00,1.000000000000000000e+00
5.820000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.161681175231933594e+00,1.000000000000000000e+00
5.839999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.192800521850585938e+00,1.000000000000000000e+00
5.860000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.223893165588378906e+00,1.000000000000000000e+00
5.879999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.254959106445312500e+00,1.000000000000000000e+00
5.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.285999298095703125e+00,1.000000000000000000e+00
5.919999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.317012786865234375e+00,1.000000000000000000e+00
5.940000000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.348002433776855469e+00,1.000000000000000000e+00
5.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.378968238830566406e+00,1.000000000000000000e+00
5.980000000000000426e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.409910202026367188e+00,1.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.440832138061523438e+00,1.000000000000000000e+00
6.020000000000000462e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.471731185913085938e+00,1.000000000000000000e+00
6.040000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.502606391906738281e+00,1.000000000000000000e+00
6.060000000000000497e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.533452987670898438e+00,1.000000000000000000e+00
6.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.564275741577148438e+00,1.000000000000000000e+00
6.100000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.595074653625488281e+00,1.000000000000000000e+00
6.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.625845909118652344e+00,1.000000000000000000e+00
6.140000000000000568e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.656589508056640625e+00,1.000000000000000000e+00
6.160000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.687303543090820312e+00,1.000000000000000000e+00
6.179999999999999716e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.717988014221191406e+00,1.000000000000000000e+00
6.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.748643875122070312e+00,1.000000000000000000e+00
6.219999999999999751e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.779272079467773438e+00,1.000000000000000000e+00
6.240000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.809868812561035156e+00,1.000000000000000000e+00
6.259999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.840434074401855469e+00,1.000000000000000000e+00
6.280000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.870968818664550781e+00,1.000000000000000000e+00
6.299999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.901473045349121094e+00,1.000000000000000000e+00
6.320000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.931946754455566406e+00,1.000000000000000000e+00
6.339999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.962390899658203125e+00,1.000000000000000000e+00
6.360000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.992805480957031250e+00,1.000000000000000000e+00
6.379999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.023190498352050781e+00,1.000000000000000000e+00
6.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.053548812866210938e+00,1.000000000000000000e+00
6.419999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.083880424499511719e+00,1.000000000000000000e+00
6.440000000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.114184379577636719e+00,1.000000000000000000e+00
6.459999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.144461631774902344e+00,1.000000000000000000e+00
6.480000000000000426e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.174712181091308594e+00,1.000000000000000000e+00
6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.204938888549804688e+00,1.000000000000000000e+00
6.520000000000000462e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.235141754150390625e+00,1.000000000000000000e+00
6.540000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.265320777893066406e+00,1.000000000000000000e+00
6.560000000000000497e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.295477867126464844e+00,1.000000000000000000e+00
6.580000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.325613975524902344e+00,1.000000000000000000e+00
6.600000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.355730056762695312e+00,1.000000000000000000e+00
6.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.385824203491210938e+00,1.000000000000000000e+00
6.640000000000000568e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.415893554687500000e+00,1.000000000000000000e+00
6.660000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.445939064025878906e+00,1.000000000000000000e+00
6.679999999999999716e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.475960731506347656e+00,1.000000000000000000e+00
6.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.505958557128906250e+00,1.000000000000000000e+00
6.719999999999999751e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.535927772521972656e+00,1.000000000000000000e+00
